event_date,product_content_id,price,sold_count,visit_count,basket_count,favored_count,category_sold,category_visits,category_basket,category_favored,category_brand_sold,ty_visits
2021-05-26,31515569,60.64986847,236,9203,956,711,808,7640,523980,37176,49269,106195988
2021-05-26,32737302,60.83253391,46,3075,192,275,3123,4470,744813,22991,67756,106195988
2021-05-26,32939029,136.682915,247,6907,937,859,835,876,36545,3494,3769,106195988
2021-05-26,48740784,299.99,4,93,6,5,19,786,199872,5881,12184,106195988
2021-05-26,73318567,59.99,172,16558,639,1341,3123,4470,744813,22991,67756,106195988
2021-05-25,85004,83.73764706,85,3816,534,583,329,3389,165408,19949,22617,107004119
2021-05-25,4066298,72.5,568,6078,1740,366,1751,3264,48361,11117,3868,107004119
2021-05-25,6676673,130.1067857,280,15730,1160,810,726,4719,283543,21665,18239,107004119
2021-05-25,7061886,295.00375,16,1138,65,93,112,803,71048,3258,5456,107004119
2021-05-25,31515569,60.34885704,216,9362,964,690,902,7682,524775,38320,46030,107004119
2021-05-25,32737302,62.868758,40,3206,186,312,3010,4416,750394,23528,72008,107004119
2021-05-25,32939029,141.9259664,119,4661,507,525,698,753,32981,2960,3019,107004119
2021-05-25,48740784,299.99,2,83,6,4,6,812,210273,6055,13023,107004119
2021-05-25,73318567,60.20580158,177,18787,724,1786,3010,4416,750394,23528,72008,107004119
2021-05-24,85004,81.555,146,4516,569,711,440,3897,179147,20897,27106,108235639
2021-05-24,4066298,72.5,632,6204,1804,376,1984,3572,48935,11006,4028,108235639
2021-05-24,6676673,122.8083333,384,18266,1467,1032,809,5140,288733,22203,20886,108235639
2021-05-24,7061886,299,7,1137,53,98,106,795,78411,3408,6025,108235639
2021-05-24,31515569,60.78494433,240,9619,1028,674,971,7763,526801,37387,45502,108235639
2021-05-24,32737302,61.22215742,31,3001,163,327,2889,4311,754112,22994,74238,108235639
2021-05-24,32939029,142.1650336,149,5013,578,524,778,816,34224,3097,3144,108235639
2021-05-24,48740784,299.99,3,60,9,4,12,955,229103,6814,14371,108235639
2021-05-24,73318567,59.99,181,17985,771,1480,2889,4311,754112,22994,74238,108235639
2021-05-23,85004,84.38684211,114,5187,692,1115,439,4090,208189,24031,32458,134993625
2021-05-23,4066298,72.52393398,727,7672,2464,485,2603,4286,67310,17760,5635,134993625
2021-05-23,6676673,111.5975089,562,26286,2069,1560,982,5304,347131,25978,26571,134993625
2021-05-23,7061886,298.1764706,17,1540,82,132,143,835,100040,4032,8904,134993625
2021-05-23,31515569,60.92659803,284,11677,1171,830,1124,9233,666636,46507,58270,134993625
2021-05-23,32737302,61.67884978,45,3815,241,360,3234,4628,956153,28777,96601,134993625
2021-05-23,32939029,142.2206993,143,6840,742,745,806,861,45259,4000,4260,134993625
2021-05-23,48740784,,0,89,5,3,13,1039,302559,7975,19264,134993625
2021-05-23,73318567,60.15449835,231,24351,1034,2317,3234,4628,956153,28777,96601,134993625
2021-05-22,85004,89.04423077,104,5424,616,1290,440,4172,210202,23945,31166,133292217
2021-05-22,4066298,72.50638614,606,6675,2034,375,2543,4414,70208,17398,6661,133292217
2021-05-22,6676673,114.6897196,535,24943,1862,1342,979,5378,339929,24575,22101,133292217
2021-05-22,7061886,297.7272727,11,1515,58,120,122,887,103373,4124,8167,133292217
2021-05-22,31515569,60.71795249,261,12585,1172,839,1040,9934,687249,50052,61723,133292217
2021-05-22,32737302,61.84361561,41,3527,197,322,3412,4752,857221,26709,85995,133292217
2021-05-22,32939029,141.9326486,185,7408,693,1001,926,974,47426,3987,5373,133292217
2021-05-22,48740784,,0,118,14,10,21,1198,306264,8834,18920,133292217
2021-05-22,73318567,60.60288903,186,20218,898,2362,3412,4752,857221,26709,85995,133292217
2021-05-21,85004,89.34,95,5219,546,917,373,3586,197485,22034,35870,114325622
2021-05-21,4066298,72.50444062,581,5989,1769,332,2764,4333,65370,16087,6286,114325622
2021-05-21,6676673,114.2702247,178,20322,1763,932,737,4836,315016,23026,18012,114325622
2021-05-21,7061886,293.9925,12,1241,50,104,118,773,83515,3517,5531,114325622
2021-05-21,31515569,60.3216269,229,10844,1036,669,870,8401,585278,42993,46823,114325622
2021-05-21,32737302,62.22360471,34,2689,148,222,2474,3421,589654,17928,50324,114325622
2021-05-21,32939029,142.2895855,193,7332,788,812,806,857,39773,3537,4010,114325622
2021-05-21,48740784,299.99,1,51,2,7,20,1061,264663,7945,15365,114325622
2021-05-21,73318567,60.36622891,101,11045,469,807,2474,3421,589654,17928,50324,114325622
2021-05-20,85004,89.9,77,4802,512,950,366,3621,180509,20196,26065,110621993
2021-05-20,4066298,72.52433594,768,8356,2620,465,4427,5980,84165,25119,6843,110621993
2021-05-20,6676673,118.2590909,396,14610,1381,728,1004,5180,278522,21873,18306,110621993
2021-05-20,7061886,296.0588235,17,1142,69,98,112,727,74532,3335,6349,110621993
2021-05-20,31515569,60.72364185,255,10950,1130,721,976,8627,567866,42523,45962,110621993
2021-05-20,32737302,61.12380965,37,2587,149,266,2569,3657,607309,19845,53623,110621993
2021-05-20,32939029,138.9345055,273,7068,921,801,842,898,35296,3299,3587,110621993
2021-05-20,48740784,,0,80,4,4,7,898,218092,6813,13814,110621993
2021-05-20,73318567,59.99,102,11228,412,889,2569,3657,607309,19845,53623,110621993
2021-05-19,85004,88.88317647,85,5005,507,711,356,3707,177962,20538,22732,111518681
2021-05-19,4066298,72.5,611,5668,1919,309,2036,3463,50834,12851,4487,111518681
2021-05-19,6676673,130.2927393,303,13517,1022,667,908,5132,283868,21828,18242,111518681
2021-05-19,7061886,288.8,20,1381,81,110,136,766,82067,3498,7177,111518681
2021-05-19,31515569,59.99,273,13881,1392,937,1001,8995,615748,45123,51370,111518681
2021-05-19,32737302,59.99,40,2854,175,257,2439,3497,648375,19145,59893,111518681
2021-05-19,32939029,137.9960082,243,6758,845,651,802,845,36927,3257,3444,111518681
2021-05-19,48740784,299.99,1,73,9,8,18,960,246950,7546,15948,111518681
2021-05-19,73318567,59.99,109,12740,495,1116,2439,3497,648375,19145,59893,111518681
2021-05-18,85004,89.95053191,94,5381,607,827,401,4478,209982,24243,27358,113480040
2021-05-18,4066298,72.5,854,8055,2599,562,3005,4671,64421,16175,5524,113480040
2021-05-18,6676673,136.4690027,371,15731,1206,1002,906,5649,315328,24302,21649,113480040
2021-05-18,7061886,289,19,1443,77,109,150,767,92053,3641,8341,113480040
2021-05-18,31515569,59.99,301,15978,1425,1159,1141,9677,658002,47959,57348,113480040
2021-05-18,32737302,59.99,37,2797,158,281,2884,3964,679369,21304,64457,113480040
2021-05-18,32939029,138.2681315,289,8202,1003,834,1030,1078,45825,4003,5287,113480040
2021-05-18,48740784,299.99,2,70,5,4,17,1092,269230,8055,16110,113480040
2021-05-18,73318567,60.60558494,133,12982,491,1243,2884,3964,679369,21304,64457,113480040
2021-05-17,85004,88.49583333,72,5399,561,1088,466,5057,230707,27915,30528,118545626
2021-05-17,4066298,72.5,940,8295,2579,581,2726,4559,60947,13992,5024,118545626
2021-05-17,6676673,138.2768182,440,23055,1679,1706,986,6367,354193,27071,24341,118545626
2021-05-17,7061886,289,22,1629,96,133,139,852,98454,4272,8390,118545626
2021-05-17,31515569,60.62063683,293,17647,1422,1356,1374,10077,691745,48213,62788,118545626
2021-05-17,32737302,59.99,24,3244,180,335,2619,3738,741711,21407,70602,118545626
2021-05-17,32939029,138.1118123,309,8809,985,964,1180,1232,47975,4164,4543,118545626
2021-05-17,48740784,299.99,3,116,11,6,15,1092,280502,8177,17527,118545626
2021-05-17,73318567,59.99,107,13546,529,1249,2619,3738,741711,21407,70602,118545626
2021-05-16,85004,84.27959184,98,6392,832,1034,735,6285,284784,36023,40702,153342268
2021-05-16,4066298,72.57025253,198,3211,560,181,1911,3973,57658,12480,4966,153342268
2021-05-16,6676673,131.566129,496,19972,1678,1192,1109,6170,357835,27625,23953,153342268
2021-05-16,7061886,289,26,2068,113,150,182,1074,138474,5456,13307,153342268
2021-05-16,31515569,60.1046824,530,21687,2402,1599,2179,13581,932717,63302,83687,153342268
2021-05-16,32737302,60.87339724,46,4174,236,462,4034,6060,1139677,33593,112331,153342268
2021-05-16,32939029,138.2485979,378,10646,1320,1200,1304,1370,58820,5221,5925,153342268
2021-05-16,48740784,599.98,1,107,11,6,19,1454,382888,10382,24068,153342268
2021-05-16,73318567,59.99,173,14236,747,1212,4034,6060,1139677,33593,112331,153342268
2021-05-15,85004,80.50202703,222,8325,1141,2027,663,6344,278584,35993,38214,149170542
2021-05-15,4066298,72.49340278,144,2939,486,146,1757,3535,53732,11232,5157,149170542
2021-05-15,6676673,128.5019027,473,20033,1669,1327,1039,6642,398485,29794,27567,149170542
2021-05-15,7061886,289,23,1872,102,143,180,997,130585,5761,11341,149170542
2021-05-15,31515569,59.99,550,20627,2309,1337,1998,13075,952299,64005,83468,149170542
2021-05-15,32737302,60.60570111,66,4497,271,453,4065,6566,1230833,36331,124114,149170542
2021-05-15,32939029,138.2191512,377,9452,1287,1160,1142,1183,50306,4452,5366,149170542
2021-05-15,48740784,599.98,1,146,10,13,12,1292,359955,9678,22995,149170542
2021-05-15,73318567,59.99,242,17450,997,2205,4065,6566,1230833,36331,124114,149170542
2021-05-14,85004,80.60280899,178,6892,1030,1121,669,5703,263219,33983,34275,146822154
2021-05-14,4066298,72.50484375,128,2430,431,121,1446,3115,48207,10428,4094,146822154
2021-05-14,6676673,128.0667213,610,22340,1952,1349,1187,6753,367505,29711,23886,146822154
2021-05-14,7061886,289,35,1995,116,121,203,1060,129530,5586,10560,146822154
2021-05-14,31515569,59.99,512,19212,2145,1134,1953,12251,893568,59183,72249,146822154
2021-05-14,32737302,61.36750078,59,4135,277,372,4052,6167,1073070,33266,106079,146822154
2021-05-14,32939029,138.2356056,355,9373,1283,936,1048,1109,49697,4585,4884,146822154
2021-05-14,48740784,599.98,1,139,13,14,16,1325,378441,10232,22713,146822154
2021-05-14,73318567,59.99,170,14341,688,1489,4052,6167,1073070,33266,106079,146822154
2021-05-13,85004,81.27058824,170,5691,885,696,622,5205,232162,31291,28722,136620621
2021-05-13,4066298,72.49545455,88,2393,376,191,990,2157,36095,7710,2907,136620621
2021-05-13,6676673,129.2015656,511,22220,1855,1184,1062,6482,371008,30871,22320,136620621
2021-05-13,7061886,289,16,1473,61,85,147,857,101498,4030,6798,136620621
2021-05-13,31515569,59.99,560,20110,2524,1163,1524,11407,881257,58159,68165,136620621
2021-05-13,32737302,59.99,31,3450,211,318,3715,5683,889701,30177,79030,136620621
2021-05-13,32939029,138.1521257,334,9300,1317,1024,981,1022,45855,4245,4265,136620621
2021-05-13,48740784,599.98,1,78,1,5,17,1442,391500,11022,23065,136620621
2021-05-13,73318567,59.99,142,12623,644,951,3715,5683,889701,30177,79030,136620621
2021-05-12,85004,82.19850746,134,7063,1010,1471,808,5992,281094,36755,38639,151085860
2021-05-12,4066298,67.70684411,263,6067,1123,631,1519,3215,57202,12631,4901,151085860
2021-05-12,6676673,129.7244216,389,22921,1532,969,874,5485,331515,26039,19193,151085860
2021-05-12,7061886,292,20,1987,84,157,212,1063,141418,5362,15003,151085860
2021-05-12,31515569,59.99,522,20134,2438,1130,1744,13715,971778,67127,80258,151085860
2021-05-12,32737302,59.99,53,3705,260,350,4673,6790,942477,35316,86658,151085860
2021-05-12,32939029,138.2386018,329,11913,1548,1465,1107,1144,54979,5034,4992,151085860
2021-05-12,48740784,599.98,5,124,16,6,22,1974,459743,13179,27147,151085860
2021-05-12,73318567,59.99,202,12903,790,964,4673,6790,942477,35316,86658,151085860
2021-05-11,85004,86.28960317,126,5356,688,858,533,5652,270987,32751,38712,155978280
2021-05-11,4066298,72.52808824,204,3106,600,158,1815,3890,58166,13366,4958,155978280
2021-05-11,6676673,129.1212752,149,23621,2197,1240,612,5466,332109,28162,21033,155978280
2021-05-11,7061886,299.5483871,31,2558,115,210,272,1285,155508,6148,14326,155978280
2021-05-11,31515569,59.99,363,20194,2002,1336,1216,14522,979250,70199,84342,155978280
2021-05-11,32737302,59.99,35,3753,242,392,3228,4766,873516,27531,92614,155978280
2021-05-11,32939029,138.0971918,438,14518,1786,2076,1398,1448,66366,6230,6454,155978280
2021-05-11,48740784,599.98,3,72,4,5,28,2080,464380,14684,28043,155978280
2021-05-11,73318567,59.99,112,13748,548,1121,3228,4766,873516,27531,92614,155978280
2021-05-10,85004,84.99123529,170,6550,897,897,676,7043,312364,39261,46706,169430096
2021-05-10,4066298,72.62936,250,4551,977,229,2442,4885,72147,18409,5888,169430096
2021-05-10,6676673,124.1955694,562,26062,2057,1443,1225,6900,382838,32926,23455,169430096
2021-05-10,7061886,294.2121212,33,2518,121,138,334,1725,150901,6667,12678,169430096
2021-05-10,31515569,60.39784152,442,23928,2570,1460,1384,15662,1090507,79962,92938,169430096
2021-05-10,32737302,61.03708213,38,3589,245,401,3350,4983,991730,33917,108708,169430096
2021-05-10,32939029,138.3360039,513,15725,2082,2448,1537,1616,67433,6632,6717,169430096
2021-05-10,48740784,299.99,1,63,5,4,22,2509,523238,17254,33983,169430096
2021-05-10,73318567,59.99,131,14674,705,1395,3350,4983,991730,33917,108708,169430096
2021-05-09,85004,80.85153374,163,5786,862,828,771,6653,278533,35558,40328,168024408
2021-05-09,4066298,73.00145038,131,2403,413,106,1415,3144,46554,10616,3767,168024408
2021-05-09,6676673,120.9079529,679,22535,2193,1312,1300,6299,333728,28048,24336,168024408
2021-05-09,7061886,289,49,3427,182,246,508,2588,180715,9224,11154,168024408
2021-05-09,31515569,59.99,588,19284,2341,1130,1841,14357,946319,66268,81637,168024408
2021-05-09,32737302,59.99,33,3107,200,303,3884,6285,973792,34660,97248,168024408
2021-05-09,32939029,138.359657,379,11703,1716,1780,1341,1406,59988,6111,5763,168024408
2021-05-09,48740784,299.99,3,65,4,4,26,2461,568520,17444,37770,168024408
2021-05-09,73318567,59.99,146,12393,610,1314,3884,6285,973792,34660,97248,168024408
2021-05-08,85004,80.91910828,157,6137,908,1119,940,6977,283462,37926,39409,167585151
2021-05-08,4066298,73.02082645,121,2419,472,104,1351,3149,50697,11830,4312,167585151
2021-05-08,6676673,120.9480764,759,23446,2286,1374,1377,6429,336273,27844,22374,167585151
2021-05-08,7061886,289,66,3828,223,336,465,2519,200682,10008,15220,167585151
2021-05-08,31515569,59.99,499,19462,2614,1157,1666,15238,973414,70730,78555,167585151
2021-05-08,32737302,61.19573094,33,3171,232,308,3554,5714,863007,34291,82182,167585151
2021-05-08,32939029,138.3335604,455,11006,1600,1210,1358,1415,61022,6070,5658,167585151
2021-05-08,48740784,,0,55,6,5,22,2503,658966,18995,43212,167585151
2021-05-08,73318567,59.99,143,10052,638,805,3554,5714,863007,34291,82182,167585151
2021-05-07,85004,80.67613636,176,7058,983,1169,1010,6524,274608,34597,35963,166533816
2021-05-07,4066298,73.46686667,150,2880,497,124,1697,3615,55272,12828,4619,166533816
2021-05-07,6676673,122.1779785,836,24392,2495,1274,1501,7463,361542,31418,22457,166533816
2021-05-07,7061886,289,67,3593,179,225,479,2767,193076,10284,13272,166533816
2021-05-07,31515569,60.09487709,571,19658,2305,1297,1769,15431,987688,73167,79113,166533816
2021-05-07,32737302,60.6660851,59,4417,250,443,4049,5895,867597,30421,82229,166533816
2021-05-07,32939029,138.328263,403,10777,1502,1262,1437,1512,61573,6191,5647,166533816
2021-05-07,48740784,,0,17,2,1,18,2217,483272,14919,28333,166533816
2021-05-07,73318567,59.99,133,11761,540,1047,4049,5895,867597,30421,82229,166533816
2021-05-06,85004,80.96951872,187,8076,1108,1774,1063,6533,280364,35723,38270,167347054
2021-05-06,4066298,73.5047541,183,3397,651,179,1708,3666,56265,13292,4972,167347054
2021-05-06,6676673,118.9220408,735,24544,2468,1204,1466,7713,371016,33611,23727,167347054
2021-05-06,7061886,288.8567857,84,4482,265,257,542,2977,217591,11791,15858,167347054
2021-05-06,31515569,60.30407714,573,20543,2144,1344,2399,16489,987902,73500,77885,167347054
2021-05-06,32737302,59.99,55,4769,281,526,3925,5788,889304,30852,90491,167347054
2021-05-06,32939029,138.244525,400,9249,1353,840,1485,1534,59196,5528,5043,167347054
2021-05-06,48740784,,0,0,0,0,23,2548,541787,16287,31543,167347054
2021-05-06,73318567,59.99,135,11065,537,1021,3925,5788,889304,30852,90491,167347054
2021-05-05,85004,80.30540541,148,5716,834,906,782,5731,269627,33524,35670,163703836
2021-05-05,4066298,73.58778761,226,3339,630,158,1654,3511,54827,11935,4619,163703836
2021-05-05,6676673,127.7865458,524,17443,1619,876,1281,7305,358388,31391,21180,163703836
2021-05-05,7061886,289,86,4915,260,328,616,3062,219476,11764,16440,163703836
2021-05-05,31515569,59.99,498,19407,2197,1236,2148,15635,960404,70645,82038,163703836
2021-05-05,32737302,59.99,42,4343,255,522,3679,5445,822500,29291,83821,163703836
2021-05-05,32939029,138.2393496,369,8199,1166,738,1338,1401,56969,5329,5341,163703836
2021-05-05,48740784,,0,3,0,0,37,2254,516050,16012,30350,163703836
2021-05-05,73318567,59.99,117,12053,507,1161,3679,5445,822500,29291,83821,163703836
2021-05-04,85004,81.08881119,143,5456,874,897,864,5560,273927,33025,37322,165351961
2021-05-04,4066298,73.82955446,202,3718,642,208,1408,3071,51899,10929,4195,165351961
2021-05-04,6676673,128.8393029,416,15602,1318,814,1158,6132,350293,30210,23201,165351961
2021-05-04,7061886,289,98,6300,310,594,550,2701,234151,11019,18878,165351961
2021-05-04,31515569,60.25480959,451,19091,2166,1321,1939,14696,989816,71769,87737,165351961
2021-05-04,32737302,59.99,37,4679,263,571,3431,6738,977505,38896,93534,165351961
2021-05-04,32939029,139.1573529,306,7930,1024,768,1111,1165,51229,4535,4254,165351961
2021-05-04,48740784,,0,2,0,1,23,2260,538191,16528,32112,165351961
2021-05-04,73318567,59.99,141,12492,542,1174,3431,6738,977505,38896,93534,165351961
2021-05-03,85004,81.69166667,108,5614,774,1027,753,5302,260151,31495,34642,168766437
2021-05-03,4066298,71.80124498,249,4216,663,222,1533,3154,52925,10614,3975,168766437
2021-05-03,6676673,129.1657468,308,19349,1352,1056,1152,6337,366688,28508,27160,168766437
2021-05-03,7061886,288.6993333,75,4642,246,365,450,2246,190022,8901,18054,168766437
2021-05-03,31515569,59.99,533,20562,2240,1462,2030,17592,1066897,83537,88629,168766437
2021-05-03,32737302,59.99,52,5108,282,578,3489,9675,1214826,53824,119304,168766437
2021-05-03,32939029,141.2989247,279,8703,1053,1394,1159,1228,55264,4885,6758,168766437
2021-05-03,48740784,,0,1,0,0,20,2209,528684,16441,30942,168766437
2021-05-03,73318567,59.99,126,13802,632,1344,3489,9675,1214826,53824,119304,168766437
2021-05-02,85004,82.48701493,67,4134,429,1188,444,4547,235009,28098,34832,169038376
2021-05-02,4066298,65.99,427,4853,1053,320,1790,3406,49624,10584,4741,169038376
2021-05-02,6676673,127.6653535,396,17397,1540,1089,875,5123,325145,26648,26596,169038376
2021-05-02,7061886,279,40,3516,185,273,396,2044,195603,9548,24331,169038376
2021-05-02,31515569,60.44403025,523,24463,2636,1778,1880,17565,1163301,86637,103788,169038376
2021-05-02,32737302,59.99,41,4412,284,497,3063,5728,941317,35354,102490,169038376
2021-05-02,32939029,142.1903553,197,7200,820,983,949,1004,51817,4153,5354,169038376
2021-05-02,48740784,,0,2,0,0,35,2530,683147,20116,41354,169038376
2021-05-02,73318567,59.99,127,17089,688,1982,3063,5728,941317,35354,102490,169038376
2021-05-01,85004,82.44444444,72,3854,551,535,581,5261,247973,33621,35433,167166342
2021-05-01,4066298,66.09335378,489,5741,1491,324,1984,3676,53145,12710,4852,167166342
2021-05-01,6676673,125.0816471,425,19304,1809,1078,938,5685,349531,31028,22349,167166342
2021-05-01,7061886,279,60,4185,235,340,363,1810,175615,9220,12638,167166342
2021-05-01,31515569,59.99,502,24210,2964,1512,2012,16711,1144597,89139,101306,167166342
2021-05-01,32737302,59.99,29,3007,251,302,2594,3989,654038,26379,64542,167166342
2021-05-01,32939029,141.1954229,201,7693,898,885,1090,1153,57561,4869,5412,167166342
2021-05-01,48740784,,0,2,0,0,44,3664,822595,28426,48728,167166342
2021-05-01,73318567,59.99,104,9811,555,913,2594,3989,654038,26379,64542,167166342
2021-04-30,85004,78.7822905,179,6724,1114,1661,981,7778,309068,46802,42077,166390910
2021-04-30,4066298,66.02675367,613,7826,1980,437,2691,4842,66063,16400,4943,166390910
2021-04-30,6676673,125.7290476,420,20360,1682,1227,1055,6879,401092,36468,25487,166390910
2021-04-30,7061886,280.9166667,60,3782,214,320,369,2045,180547,9891,13439,166390910
2021-04-30,31515569,60.06146891,823,28169,3602,1681,3259,17055,1078857,85551,89904,166390910
2021-04-30,32737302,59.99,39,3030,196,262,2367,3849,513576,21334,49407,166390910
2021-04-30,32939029,136.7768182,264,8343,1031,941,1576,1648,76085,6714,8649,166390910
2021-04-30,48740784,,0,2,0,0,46,3795,761921,25825,44648,166390910
2021-04-30,73318567,59.99,89,5122,347,493,2367,3849,513576,21334,49407,166390910
2021-04-29,85004,78.55338798,183,6081,970,819,1209,9915,367675,53895,51359,165272801
2021-04-29,4066298,66.06757642,916,12022,3156,820,4215,6796,95515,23529,8135,165272801
2021-04-29,6676673,121.8569983,593,23380,2127,1678,1218,7195,427771,36167,34320,165272801
2021-04-29,7061886,279,68,4260,220,432,437,2268,213893,10843,18980,165272801
2021-04-29,31515569,60.04027515,1163,34551,4320,2771,4136,19019,1052519,83742,88268,165272801
2021-04-29,32737302,59.99,35,2428,187,233,2362,3442,412303,17204,39275,165272801
2021-04-29,32939029,135.1244964,278,8830,1175,790,2078,2199,89891,9232,9786,165272801
2021-04-29,48740784,,0,3,0,0,71,4662,752518,27936,46209,165272801
2021-04-29,73318567,59.99,96,3297,316,280,2362,3442,412303,17204,39275,165272801
2021-04-28,85004,78.90850575,174,5824,866,999,1039,9860,467288,68838,73350,169419187
2021-04-28,4066298,66.09016113,993,10403,3031,830,3899,6657,91343,23726,8630,169419187
2021-04-28,6676673,127.5292683,328,16914,1395,1149,898,6683,418031,38066,34875,169419187
2021-04-28,7061886,278.7830769,65,4297,235,391,370,1963,209925,11313,22398,169419187
2021-04-28,31515569,59.99,857,36344,4217,3580,3144,15974,1060060,82415,93898,169419187
2021-04-28,32737302,59.99,49,2472,201,263,2035,2869,405610,16909,43546,169419187
2021-04-28,32939029,137.9661165,206,8797,954,1080,2144,2288,111027,10602,15283,169419187
2021-04-28,48740784,,0,0,0,0,30,4487,788813,29574,48395,169419187
2021-04-28,73318567,59.99,89,2657,303,227,2035,2869,405610,16909,43546,169419187
2021-04-27,85004,79.38156627,166,6390,893,1359,1190,8908,409770,59836,65571,178545693
2021-04-27,4066298,66.06297703,1132,15197,3633,1579,4406,7740,113444,28022,13327,178545693
2021-04-27,6676673,133.6567398,319,22423,1683,2212,1050,6978,454458,40304,41026,178545693
2021-04-27,7061886,278.2416393,61,4044,261,394,439,2135,230409,12961,24644,178545693
2021-04-27,31515569,59.99,940,47085,5897,6006,3636,17597,1253558,105757,114865,178545693
2021-04-27,32737302,59.99,50,3449,272,379,2138,2975,423512,17015,45340,178545693
2021-04-27,32939029,138.3784615,234,9157,1164,1093,2006,2115,84580,8954,9991,178545693
2021-04-27,48740784,,0,1,0,0,60,4321,849375,29314,53834,178545693
2021-04-27,73318567,,0,283,0,28,2138,2975,423512,17015,45340,178545693
2021-04-26,85004,82.09767442,86,4260,517,689,897,5241,274371,36671,40497,138166259
